store_name,city_name,state_id,lat,lng
"Western Springs, Burlington Av",Western Springs,IL,41.809,-87.902
"Ogden & I-294, Hinsdale",Hinsdale,IL,41.818,-87.917
Endeavor Health Elmhurst Hosp,Elmhurst,IL,41.864,-87.934
North & Nordica - Galewood,Chicago,IL,41.909,-87.803
Jewel-Osco Countryside 3154,Countryside,IL,41.79,-87.877
Jewel Osco Elmhurst 2444,Elmhurst,IL,41.87,-87.936
Harlem and Armitage,Chicago,IL,41.916,-87.806
Target Hodgkins 843,Hodgkins,IL,41.78,-87.86
Countryside -LaGrange Road,Countryside,IL,41.781,-87.868
Central & 47th,Chicago,IL,41.806,-87.763
Chicago Marriott Oak Brook,Oak Brook,IL,41.846,-87.952
Hinsdale-Washington & Hinsdale,Hinsdale,IL,41.802,-87.929
Target Cicero 732,Cicero,IL,41.84,-87.742
34th & Cicero,Cicero,IL,41.831,-87.744
Macy's Oak Brook Center Lower,Oak Brook,IL,41.849,-87.954
Jewel-Osco Archer 3721,Chicago,IL,41.794,-87.77
York & 2nd,Elmhurst,IL,41.902,-87.94
47th & Cicero,Chicago,IL,41.807,-87.743
North & Cicero - Chicago,Chicago,IL,41.909,-87.75
Cicero & Archer,Chicago,IL,41.798,-87.743
Roosevelt & Summit,Oakbrook Terrace,IL,41.86,-87.974
York & Industrial,Elmhurst,IL,41.919,-87.94
22nd & Tower,Oak Brook,IL,41.846,-87.977
Mariano's Elmhurst 511,Elmhurst,IL,41.921,-87.94
Pulaski & 43rd St,Chicago,IL,41.817,-87.724
Armitage & Cicero,Chicago,IL,41.917,-87.746
Jewel-Osco Clarendon Hills 300,Clarendon Hills,IL,41.787,-87.95
Hickory Hills - 95th & 76th,Hickory Hills,IL,41.718,-87.811
103rd & Harlem,Chicago Ridge,IL,41.705,-87.798
Oak Lawn-95th & Oak Park,Oak Lawn,IL,41.72,-87.789
Palos Heights-119th & Harlem,Palos Heights,IL,41.676,-87.798
Burbank-79th & Harlem,Burbank,IL,41.746,-87.799
Burr Ridge-I-55 & County Line,Burr Ridge,IL,41.752,-87.913
"Oak Lawn, 95th St Metra",Oak Lawn,IL,41.72,-87.749
Orland Park-143rd & LaGrange,Orland Park,IL,41.632,-87.854
Oak Lawn-103rd & Cicero,Oak Lawn,IL,41.705,-87.74
Oak Lawn- 111th & Cicero,Oak Lawn,IL,41.692,-87.74
Target Willowbrook 1882,Willowbrook,IL,41.749,-87.943
Orland Square Mall,Orland Park,IL,41.62,-87.848
Willowbrook-Rte 83 & Plainfiel,Willowbrook,IL,41.759,-87.944
Burbank-78th & Cicero,Burbank,IL,41.751,-87.742
Target Oak Lawn 2087,Oak Lawn,IL,41.721,-87.725
Jewel Osco Oak Lawn 607,Oak Lawn,IL,41.721,-87.722
143rd & Bell,Homer Glen,IL,41.632,-87.931
Jewel-Osco Homer Glen 1303,Homer Glen,IL,41.631,-87.932
Crestwood Commons,Crestwood,IL,41.651,-87.737
Saint Xavier University Morris,Chicago,IL,41.709,-87.713
Marriott Chicago Midway,Bedford Park,IL,41.774,-87.745
159th & LaGrange,Orland Park,IL,41.604,-87.853
Jewel-Osco Orland Park 3051,Orland Park,IL,41.604,-87.847
Target Orland Park 0842,Orland Park,IL,41.603,-87.85
75th & Cass,Darien,IL,41.751,-87.973
64th & Cicero,Chicago,IL,41.776,-87.742
Jewel-Osco Merrionette Park 25,Merrionette Park,IL,41.684,-87.702
Tinley Park-159th & Harlem,Tinley Park,IL,41.602,-87.794
63rd & Cass,Westmont,IL,41.775,-87.975
Mariano's Westmont 536,Westmont,IL,41.775,-87.979
Western and 95th,Evergreen Park,IL,41.719,-87.683
Lemont-127th & State,Lemont,IL,41.654,-87.999
Jewel Osco Chicago 3170,Chicago,IL,41.796,-87.725
171st & LaGrange,Tinley Park,IL,41.579,-87.851
191st & LaGrange,Mokena,IL,41.542,-87.851
Orland Park-179th & Wolf,Orland Park,IL,41.562,-87.891
Target Tinley Park 2035,Tinley Park,IL,41.546,-87.796
171st and Harlem,Tinley Park,IL,41.579,-87.794
Jewel-Osco Tinley Park 3165,Tinley Park,IL,41.578,-87.792
LaGrange & Colorado,Frankfort,IL,41.512,-87.849
Mariano's Frankfort 509,Frankfort,IL,41.509,-87.847
New Lenox-Rte. 30 & Joliet Hwy,New Lenox,IL,41.508,-87.917
Target New Lenox 2028,New Lenox,IL,41.51,-87.924
159th & Cicero,Oak Forest,IL,41.604,-87.737
Jewel-Osco New Lenox 3776,New Lenox,IL,41.486,-87.925
Cedar & Hwy 30,New Lenox,IL,41.514,-87.965
167th & Crawford,Country Club Hills,IL,41.586,-87.716
Lincoln Hwy & Cicero Ave,Matteson,IL,41.507,-87.733
Vollmer & Crawford,Flossmoor,IL,41.529,-87.709
Jewel-Osco New Lenox 3178,New Lenox,IL,41.517,-87.987
Sauk Trail & Cicero - Richton,Richton Park,IL,41.484,-87.734
"Homewood, Harwood & Ridge",Homewood,IL,41.561,-87.668
Lockport - 159th & Farrell,Lockport,IL,41.597,-88.022
Target Lemont 1213,Lemont,IL,41.644,-88.004
Hwy 30 & Hilltop,Chicago Heights,IL,41.506,-87.671
Monee Manhattan & Hamilton,Monee,IL,41.427,-87.754
Wind Creek Chicago Southland,East Hazel Crest,IL,41.576,-87.639
Homewood-Halsted & Ridge,Homewood,IL,41.565,-87.637
Jewel-Osco Chicago 187,Chicago,IL,41.68,-87.665
162nd & South Park Ave,South Holland,IL,41.6,-87.606
R-53 & 135th Street,Romeoville,IL,41.642,-88.081
Marinette - Roosevelt Rd,Marinette,WI,45.078,-87.659
Target Sturgeon Bay 1246,Sturgeon Bay,WI,44.824,-87.403
Green Bay & Duluth - Door Coun,Sturgeon Bay,WI,44.82,-87.398
Lineville & Velp Ave,Suamico,WI,44.592,-88.072
East Mason & Ontario,Green Bay,WI,44.488,-87.926
Mason & John,Green Bay,WI,44.498,-87.992
Auto Plaza Way & Main St,Green Bay,WI,44.485,-87.971
Target Green Bay 1483,Green Bay,WI,44.466,-87.987
Military and Mason,Green Bay,WI,44.522,-88.065
Monroe Rd & Landmark Blvd,Bellevue,WI,44.459,-87.988
Hy-Vee Ashwaubenon,"Ashwaubenon, Wi",WI,44.485,-88.064
Target Green Bay WEST 1247,Green Bay,WI,44.491,-88.072
Oneida & Anderson Dr,Ashwaubenon,WI,44.485,-88.068
Main & North 10th,De Pere,WI,44.452,-88.086
Broadway & Heritage - De Pere,De Pere,WI,44.43,-88.056
Scheuring Rd & American Blvd,De Pere,WI,44.431,-88.1
Two Rivers - Washington & 15th,Two Rivers,WI,44.147,-87.568
Little Chute - Freedom & 41,Little Chute,WI,44.295,-88.312
Target Marquette 1334,Marquette,MI,46.551,-87.46
"Marquette, MI-Hwy 41 & Hwy 492",Marquette,MI,46.549,-87.456
Northern Michigan Univ Jamrich,Marquette,MI,46.559,-87.406
Hwy 72 & Avalon Ave,Muscle Shoals,AL,34.745,-87.672
New Watermelon & Rice Mine,Tuscaloosa,AL,33.26,-87.515
Univ of Alabama Student Center,Tuscaloosa,AL,33.215,-87.546
Univ. of Alabama Bryant Drive,Tuscaloosa,AL,33.206,-87.547
U of A University Blvd,Tuscaloosa,AL,33.207,-87.533
15th & 4th Ave,Tuscaloosa,AL,33.198,-87.54
Hwy 69 and Skyland,Tuscaloosa,AL,33.166,-87.549
15th & McFarland,Tuscaloosa,AL,33.197,-87.525
Target Tuscaloosa 1787,Tuscaloosa,AL,33.193,-87.519
US 41 & Clinic,Hopkinsville,KY,36.827,-87.473
Ft Campbell & Tuckaway Ln,Oak Grove,KY,36.672,-87.444
BASE ACCESS Ft Campbell Bldg G,Fort Campbell,KY,36.652,-87.451
BASE ACCESS FT Campbell Comm C,Fort Campbell,TN,36.601,-87.451
Fort Campbell and Quin,Clarksville,TN,36.579,-87.41
Target Florence T-1322,Florence,AL,34.842,-87.634
"Florence, AL",Florence,AL,34.839,-87.636
Florence Blvd & Tune Ave,Florence,AL,34.818,-87.662
Univ. of North Alabama Booksto,Florence,AL,34.806,-87.679
I-70 & Hwy 1,Marshall,IL,39.416,-87.694
N West St. & White Squirrel Dr,Olney,IL,38.736,-88.095
US-41 & Hart St,Vincennes,IN,38.666,-87.512
1st St & W Mill Rd,Evansville,IN,38.021,-87.574
Univ. of Southern Indiana Libr,Evansville,IN,37.961,-87.676
Target Evansville NORTH 108,Evansville,IN,38.015,-87.576
West Lloyd - Evansville,Evansville,IN,37.977,-87.633
Doubletree Hilton Evansville,Evansville,IN,37.971,-87.568
Meijer Evansville 287,Evansville,IN,38.0,-87.495
Lloyd Expwy and Green River Rd,Evansville,IN,37.982,-87.493
Hwy 41 & Watson,Henderson,KY,37.874,-87.568
SR 66 & Burkhardt,Evansville,IN,37.975,-87.474
Target Evansville 1481,Evansville,IN,37.976,-87.471
SR-66 & Grimm Rd,Newburgh,IN,37.977,-87.431
SR 261 & Hwy 66,Newburgh,IN,37.977,-87.391
Hudson Park & Whittington Dr,Madisonville,KY,37.351,-87.492
IL 394 & Steger - Crete,Crete,IL,41.467,-87.576
Jefferson and Hammes Ave,Joliet,IL,41.523,-88.134
Ken Hayes & Kinzie,Bourbonnais,IL,41.175,-87.851
Target Bradley 895,Bourbonnais,IL,41.174,-87.854
Larkin & Theodore,Joliet,IL,41.55,-88.125
Joliet-Jefferson & Caterpillar,Joliet,IL,41.522,-88.146
Meijer Bradley 301,Bradley,IL,41.159,-87.848
Houbolt & McDonough Street,Joliet,IL,41.513,-88.168
910 Bradley,Bradley,IL,41.158,-87.851
Bourbonnais-Main & Latham,Bourbonnais,IL,41.158,-87.886
Olivet Nazarene Univ. Ludwig C,Bourbonnais,IL,41.154,-87.874
Torrence and Thornton-Lansing,Lansing,IL,41.568,-87.559
Jewel Osco Dyer 127,Dyer,IN,41.495,-87.508
Jewel Osco Diamond 3745,Diamond,IL,41.288,-88.248
St John-US 41 & 101st Ave,St. John,IN,41.438,-87.469
Target St. John 2048,St. John,IN,41.439,-87.467
"Dyer, IN-Route 30 & Calumet",Dyer,IN,41.493,-87.507
US 6 & Yellow Pine,Channahon,IL,41.419,-88.263
Jewel-Osco Minooka 3730,Minooka,IL,41.42,-88.272
US Hwy 136 & Murray Rd,Rantoul,IL,40.308,-88.175
Vermilion & Boiling Springs,Danville,IL,40.188,-87.629
Urbana-Main & Vine,Urbana,IL,40.113,-88.205
Univ. of Illinois Sidney Lu ME,Urbana,IL,40.111,-88.224
University of Illinois Illini,Urbana,IL,40.109,-88.227
Univ. Illinois Champaign Books,Champaign,IL,40.108,-88.229
Champaign - N Prospect Ave,Champaign,IL,40.148,-88.257
Target Champaign 0943,Champaign,IL,40.142,-88.255
South Neil & Carriage Center,Champaign,IL,40.092,-88.246
Springfield & Mattis,Champaign,IL,40.114,-88.276
Charleston-Lincoln & E St,Charleston,IL,39.485,-88.186
Indiana State Univ. Student Un,Terre Haute,IN,39.471,-87.411
US 41 & Margaret,Terre Haute,IN,39.433,-87.414
US Hwy 41 & Southpointe,Terre Haute,IN,39.407,-87.409
Wind Creek Atmore,Atmore,AL,31.104,-87.481
Industrial Pkwy & I-65,Saraland,AL,30.803,-88.111
I-10 & Hwy 181,Spanish Fort,AL,30.667,-87.852
I-10 & Jubilee Square Shopping,Daphne,AL,30.655,-87.907
Trustmark Building,Mobile,AL,30.693,-88.041
Government & Catherine,Mobile,AL,30.681,-88.073
Target Daphne 1274,Daphne,AL,30.603,-87.897
Hwy 98 & Van Avenue,Daphne,AL,30.598,-87.899
I 65 & Spring Hill,Mobile,AL,30.703,-88.125
Government & I-65,Mobile,AL,30.654,-88.117
Airport Blvd & Downtowner,Mobile,AL,30.676,-88.145
Hwy 98 & Fairhope Ave,Fairhope,AL,30.523,-87.886
Univ. of South Alabama Marx Li,Mobile,AL,30.698,-88.179
Hillcrest & Grelot,Mobile,AL,30.662,-88.19
I-10 & Rangeline,Mobile,AL,30.598,-88.16
Airport Blvd & Schillinger,Mobile,AL,30.682,-88.226
Target Mobile 1376,Mobile,AL,30.674,-88.228
Tanger Outlets Foley - Hwy 59,Foley,AL,30.376,-87.682
OWA,Foley,AL,30.375,-87.659
Target Gulf Shores 2154,Gulf Shores,AL,30.303,-87.683
Embassy Suites Gulf Shores,Gulf Shores,AL,30.249,-87.69
Perdido Beach & Orange Beach,Orange Beach,AL,30.27,-87.588
Northwestern-Norris Univ. Cent,Evanston,IL,42.053,-87.672
Sherman & Clark - Evanston,Evanston,IL,42.05,-87.682
Dempster & Karlov - Skokie,Skokie,IL,42.041,-87.731
Dempster & Dodge,Evanston,IL,42.041,-87.7
McCormick & Touhy,Skokie,IL,42.013,-87.712
Target Evanston 927,Evanston,IL,42.019,-87.685
Mariano's Skokie 531,Skokie,IL,42.013,-87.714
Jewel-Osco Chicago 3538,Chicago,IL,42.018,-87.674
Touhy & Western,Chicago,IL,42.012,-87.69
Lincoln & Jersey - Lincoln Vil,Chicago,IL,41.993,-87.711
Western & Glenlake,Chicago,IL,41.993,-87.69
Loyola University-Rogers Park,Chicago,IL,42.002,-87.661
Target Chicago 2079,Chicago,IL,41.991,-87.683
Target Rogers Park 3272,Chicago,IL,41.999,-87.661
Broadway & Devon,Chicago,IL,41.998,-87.661
Endeavor Health Swedish Hosp.,Chicago,IL,41.975,-87.7
5300 N Clark - Andersonville,Chicago,IL,41.978,-87.668
Lawrence & Pulaski - North May,Chicago,IL,41.969,-87.729
Logan & California,Chicago,IL,41.928,-87.697
Cicero & Diversey,Chicago,IL,41.931,-87.746
Target Chicago Mid NORTH 1437,Chicago,IL,41.946,-87.702
Target Chicago Near NORTH 942,Chicago,IL,41.93,-87.684
2566 North Elston Ave,Chicago,IL,41.928,-87.682
Mariano's Roscoe 504,Chicago,IL,41.942,-87.69
Irving Park & Kostner,Chicago,IL,41.953,-87.738
Armitage & Hoyne - Bucktown,Chicago,IL,41.917,-87.68
Western & Waveland,Chicago,IL,41.948,-87.689
Target Chicago Portage Pk T344,Chicago,IL,41.954,-87.747
Jewel-Osco Chicago 202,Chicago,IL,41.927,-87.674
2023 W. Roscoe - Roscoe Villag,Chicago,IL,41.943,-87.68
Mariano's Bucktown 516,Chicago,IL,41.921,-87.669
Jewel-Osco Chicago 3441,Chicago,IL,41.935,-87.67
Kedzie & Wilson - Albany Park,Chicago,IL,41.965,-87.709
Lincoln & Paulina,Chicago,IL,41.943,-87.671
Target Chicago Lakeview 3214,Chicago,IL,41.942,-87.669
Jewel-Osco Chicago 3241,Chicago,IL,41.906,-87.67
Mariano's Ukrainian Village 52,Chicago,IL,41.896,-87.678
Lincoln/Damen/Irving,Chicago,IL,41.955,-87.679
Division & Paulina,Chicago,IL,41.903,-87.67
Fullerton & Racine - Lincoln P,Chicago,IL,41.925,-87.66
Southport & Roscoe,Chicago,IL,41.944,-87.664
Wrightwood & Racine - Pick Up,Chicago,IL,41.929,-87.659
Lincoln & Wilson,Chicago,IL,41.965,-87.686
1900 W. Montrose,Chicago,IL,41.962,-87.676
Sheffield & Diversey,Chicago,IL,41.933,-87.654
1001 West Armitage,Chicago,IL,41.918,-87.653
2200 North Halsted & Webster,Chicago,IL,41.922,-87.649
Pickup - Addison and Sheffield,Chicago,IL,41.947,-87.655
Clark & Belmont,Chicago,IL,41.94,-87.651
Mariano's Chicago 515,Chicago,IL,41.969,-87.675
Grand & Ogden - River West,Chicago,IL,41.892,-87.659
Clark and Diversey,Chicago,IL,41.933,-87.645
Barry & Broadway,Chicago,IL,41.937,-87.644
N. Clark Street & Deming Place,Chicago,IL,41.929,-87.642
3358 North Broadway,Chicago,IL,41.944,-87.645
Jewel-Osco Chicago 3514,Chicago,IL,41.947,-87.646
Broadway and Sheridan,Chicago,IL,41.953,-87.65
Target Chicago 2613,Chicago,IL,41.904,-87.644
Kedzie and 55th Street,Chicago,IL,41.793,-87.703
58th & Western,Chicago,IL,41.788,-87.684
Target Chicago 1879,Chicago,IL,41.813,-87.722
Western & Archer,Chicago,IL,41.825,-87.685
63rd & Halsted,Chicago,IL,41.78,-87.645
Little Village - 26th & Whippl,Chicago,IL,41.843,-87.703
Target Chicago McKinley Park 2,Chicago,IL,41.836,-87.675
31st & Halsted,Chicago,IL,41.838,-87.647
87th & Lafayatte - Chatham,Chicago,IL,41.736,-87.629
Beverly-103rd & Longwood,Chicago,IL,41.706,-87.67
35th & State - Bronzeville,Chicago,IL,41.831,-87.627
Mariano's Bronzeville 539,Chicago,IL,41.824,-87.616
University of Chicago Saieh Ha,Chicago,IL,41.79,-87.597
Target Chicago Hyde Park 3219,Chicago,IL,41.8,-87.594
Jaslin Hotel Chinatown,Chicago,IL,41.853,-87.635
UIC Student Center West,Chicago,IL,41.871,-87.674
Ogden & Damen - IMD,Chicago,IL,41.873,-87.677
UIC University Village Maxwell,Chicago,IL,41.865,-87.647
S. Lake Park & E. 53rd - Hyde,Chicago,IL,41.8,-87.588
Harrison & Paulina - Rush,Chicago,IL,41.874,-87.669
71st & Stony Island,Chicago,IL,41.766,-87.586
Hilton Hotels Cermak Road,Chicago,IL,41.853,-87.623
Jewel-Osco Chicago South Loop,Chicago,IL,41.864,-87.64
Calumet City-159th & Torrence,Calumet City,IL,41.6,-87.558
Jewel Osco Chicago 0092,Chicago,IL,41.72,-87.583
Calumet & Braden - Munster,Munster,IN,41.546,-87.51
Target Munster 1913,Munster,IN,41.568,-87.507
Schererville,Schererville,IN,41.522,-87.471
Target Highland 731,Highland,IN,41.525,-87.469
"Indianapolis & Interstate, Ham",Hammond,IN,41.571,-87.476
Tiny Town Rd & Tara Blvd,Clarksville,TN,36.628,-87.376
Kroger Clarksville 580,Clarksville,TN,36.627,-87.358
Tiny Town,Clarksville,TN,36.626,-87.319
Austin Peay State Univ. Librar,Clarksville,TN,36.533,-87.353
Kroger Clarksville 540,Clarksville,TN,36.575,-87.307
Wilma Rudolph & Trenton Rd,Clarksville,TN,36.564,-87.31
S. Hampton (near mall),Clarksville,TN,36.59,-87.293
Crown Point-Summit & Main,Crown Point,IN,41.427,-87.364
Crown Point - 107th & Broadway,Crown Point,IN,41.423,-87.335
25th & Wabash,Terre Haute,IN,39.471,-87.379
SR 46 & New Margaret,Terre Haute,IN,39.441,-87.332
Nine Mile & Pine Forest,Pensacola,FL,30.535,-87.314
Blue Angel Pkwy & Sorrento Rd,Pensacola,FL,30.361,-87.36
Target Pensacola WEST 2445,Pensacola,FL,30.363,-87.359
Broadway and Berwyn,Chicago,IL,41.978,-87.66
Target Chicago Wilson Yard 237,Chicago,IL,41.963,-87.656
2063 N. Clark - Dickens,Chicago,IL,41.92,-87.637
North & Wells - Piper's Alley,Chicago,IL,41.911,-87.635
McCormick Place North Food Cou,Chicago,IL,41.85,-87.616
McCormick Place West Building,Chicago,IL,41.85,-87.617
Mariano's South Loop 512,Chicago,IL,41.859,-87.63
Target Chicago SOUTH Loop 1889,Chicago,IL,41.868,-87.631
Pickup-555 S Dearborn,Chicago,IL,41.875,-87.629
55 E. Jackson,Chicago,IL,41.878,-87.626
200 S. Michigan Avenue,Chicago,IL,41.879,-87.625
Palmer House Lower Level,Chicago,IL,41.88,-87.627
Clark & Jackson,Chicago,IL,41.878,-87.631
8 North Michigan,Chicago,IL,41.883,-87.625
No Public Access BCBS,Chicago,IL,41.885,-87.62
200 E. Randolph - Aon Center,Chicago,IL,41.885,-87.621
NO PUBLIC ACCESS 23 S. Clark S,Chicago,IL,41.882,-87.63
Macy's Chicago Lower Level,Chicago,IL,41.884,-87.627
LaSalle & Monroe,Chicago,IL,41.881,-87.632
Macy's Chicago 1st Floor,Chicago,IL,41.884,-87.626
Randolph & Wabash,Chicago,IL,41.885,-87.626
225 N Michigan - Illinois Cent,Chicago,IL,41.886,-87.624
200 North Michigan Avenue,Chicago,IL,41.886,-87.625
Block 37 Level P,Chicago,IL,41.884,-87.629
Pickup - 227 W. Monroe,Chicago,IL,41.88,-87.635
Wacker & Adams - Willis Tower,Chicago,IL,41.879,-87.636
Navy Pier Family Pavilion,Chicago,IL,41.892,-87.607
Madison & Wells,Chicago,IL,41.882,-87.634
333 N. Michigan Avenue,Chicago,IL,41.888,-87.624
Target Chicago Streeterville 3,Chicago,IL,41.891,-87.617
40 W. Lake Street - Leo Burnet,Chicago,IL,41.886,-87.629
Union Station Chicago,Chicago,IL,41.879,-87.639
Randolph & Wells,Chicago,IL,41.884,-87.634
401 East Ontario,Chicago,IL,41.893,-87.618
InterContinental Chicago,Chicago,IL,41.891,-87.624
OTC,Chicago,IL,41.882,-87.641
150 North Wacker Drive,Chicago,IL,41.885,-87.637
Grand & Wabash,Chicago,IL,41.892,-87.627
Courtyard Chicago Downtown,Chicago,IL,41.893,-87.623
Washington & Clinton,Chicago,IL,41.883,-87.641
UIC Academic & Residential Com,Chicago,IL,41.875,-87.65
430 N. Clark,Chicago,IL,41.89,-87.631
Erie & Saint Clair - Hyatt Hot,Chicago,IL,41.894,-87.623
Northwestern Mem. Hospital,Chicago,IL,41.895,-87.621
Merchandise Mart,Chicago,IL,41.889,-87.635
Chicago Roastery,Chicago,IL,41.894,-87.624
N. State & E. Ohio - Embassy S,Chicago,IL,41.893,-87.628
I-90 & Indianapolis  Blvd,Hammond,IN,41.697,-87.519
Ludington & N Lincoln - Escana,Escanaba,MI,45.749,-87.08
Hwy 78 & Viking Dr,Jasper,AL,33.841,-87.239
Madison & Hwy 41,Clarksville,TN,36.509,-87.275
Lincoln Hwy and Merrillville R,Merrillville,IN,41.47,-87.346
Merrillville-Rte 30 & Mississi,Merrillville,IN,41.469,-87.316
Target Lake County 870,Merrillville,IN,41.47,-87.303
"Columbus, MS",Columbus,MS,33.519,-88.434
N 12th & Arcadia,Murray,KY,36.618,-88.315
Murray State Univ. Curris Cent,Murray,KY,36.615,-88.321
Mineral Wells & Fairview,Paris,TN,36.282,-88.307
W Church and Richard Crook,Lexington,TN,35.658,-88.416
Hwy 72 & Hinton Rd,Corinth,MS,34.917,-88.507
Ridge & Minooka,Minooka,IL,41.459,-88.272
Jewel-Osco Morris 3741,Morris,IL,41.373,-88.423
Route 47 & Route 6 - Morris,Morris,IL,41.384,-88.423
Jewel-Osco Shorewood 3084,Shorewood,IL,41.523,-88.202
Target Shorewood 1881,Shorewood,IL,41.534,-88.202
Joliet-Route 59 & Theodore,Joliet,IL,41.55,-88.199
Jewel-Osco Plainfield 80,Plainfield,IL,41.566,-88.198
Plainfield Road - Joliet Mall,Joliet,IL,41.579,-88.162
IL-59 & Renwick,Plainfield,IL,41.592,-88.201
Downtown Plainfield-Rt 59 & Ma,Plainfield,IL,41.612,-88.201
Romeoville-Weber & Airport,Romeoville,IL,41.611,-88.123
Jewel Osco Plainfield 1190,Plainfield,IL,41.638,-88.206
Target Plainfield 1403,Plainfield,IL,41.65,-88.206
Plainfield-127th & Route 59,Plainfield,IL,41.653,-88.204
111th and Route 59,Naperville,IL,41.68,-88.204
Yorkville,Yorkville,IL,41.656,-88.442
Bolingbrook-Weber & Lilly Cach,Bolingbrook,IL,41.691,-88.126
US34 & Orchard,Oswego,IL,41.684,-88.381
Jewel-Osco Oswego 81,Oswego,IL,41.684,-88.383
I-74 & Lombard St,Mahomet,IL,40.196,-88.399
Mattoon Starbucks,Mattoon,IL,39.484,-88.333
Hwy 90 & Chicot Rd,Pascagoula,MS,30.382,-88.523
Hwy 151 & Country,Fond Du Lac,WI,43.784,-88.405
Sumner & Lone Oak Ln - Hartfor,Hartford,WI,43.318,-88.352
Meadowcreek & Capitol,Pewaukee,WI,43.083,-88.229
Target Waukesha 82,Waukesha,WI,43.034,-88.177
Moreland & Longview,Waukesha,WI,43.029,-88.183
Grandview & Silvernail,Waukesha,WI,43.042,-88.257
Main & 164 Waukesha,Waukesha,WI,43.023,-88.202
Moreland & Delafield,Waukesha,WI,43.025,-88.242
Sunset & South East Ave,Waukesha,WI,42.988,-88.229
Target Waukesha SOUTH 2546,Waukesha,WI,42.99,-88.26
Mukwonago,Mukwonago,WI,42.854,-88.325
Metro Market Mukwonago 384,Mukwonago,WI,42.875,-88.336
East Troy- I-43 & North St,East Troy,WI,42.793,-88.39
Target Lake Geneva 2348,Lake Geneva,WI,42.599,-88.416
Edwards & 50,Lake Geneva,WI,42.593,-88.413
Main & Center,Lake Geneva,WI,42.592,-88.433
Blake & Route 31,Mchenry,IL,42.36,-88.266
12 & IL 120 - Lakemoor,Lakemoor,IL,42.322,-88.166
W Elm & Oak,Mchenry,IL,42.346,-88.282
US31 & Mercy,Mchenry,IL,42.316,-88.276
Mariano's Lake Zurich 514,Lake Zurich,IL,42.199,-88.061
Rand Rd & Rt 22,Lake Zurich,IL,42.195,-88.11
Jewel-Osco Lake Zurich 4305,Lake Zurich,IL,42.192,-88.108
Northwest Hwy & Feinberg Dr,Cary,IL,42.217,-88.255
Target Lake Zurich 1036,Lake Zurich,IL,42.187,-88.104
S. Rand & June Terrace,Lake Zurich,IL,42.184,-88.093
Jewel-Osco Fox River Grove 250,Fox River Grove,IL,42.194,-88.211
Route 14 & Lake Cook,Barrington,IL,42.153,-88.129
Barrington,Barrington,IL,42.154,-88.136
Lake Cook & Rand,Palatine,IL,42.153,-88.036
Target Palatine 753,Palatine,IL,42.139,-88.026
Rand and Dundee,Palatine,IL,42.139,-88.024
Route 31 & Rakow,Crystal Lake,IL,42.21,-88.286
Target Crystal Lake 1166,Crystal Lake,IL,42.229,-88.306
North Williams & Brink,Crystal Lake,IL,42.242,-88.319
Northwest Highway & Crystal Po,Crystal Lake,IL,42.227,-88.313
Jewel Osco Crystal Lake 2517,Crystal Lake,IL,42.229,-88.318
Hoffman Estates - Palatine Rd,Hoffman Estates,IL,42.11,-88.114
Mariano's Palatine 505,Palatine,IL,42.12,-88.032
Northwest Highway & Colfax,Palatine,IL,42.115,-88.034
Harper College Student Center,Palatine,IL,42.082,-88.068
801 E Algonquin,Schaumburg,IL,42.073,-88.059
Euclid & Salt Creek Ln,Arlington Heights,IL,42.089,-88.02
Jewel-Osco Rolling Meadows 349,Rolling Meadows,IL,42.079,-88.017
Hoffman Estates-Barrington & H,Hoffman Estates,IL,42.061,-88.144
Golf & Higgins,Schaumburg,IL,42.048,-88.092
Target Hoffman Estates 2122,Hoffman Estates,IL,42.074,-88.193
I-90 & Sutton Rd. - Prairie St,Hoffman Estates,IL,42.071,-88.191
Chicago Marriott Northwest,Hoffman Estates,IL,42.071,-88.196
Meacham & American,Schaumburg,IL,42.048,-88.046
Mariano's Hoffman Estates 506,Hoffman Estates,IL,42.045,-88.143
Macy's Woodfield Mall 1st Floo,Schaumburg,IL,42.047,-88.036
Center Court Kiosk Woodfield M,Schaumburg,IL,42.046,-88.037
Higgins & Meacham,Schaumburg,IL,42.039,-88.048
Target Schaumburg 880,Schaumburg,IL,42.038,-88.049
Rolling Meadows-Golf & Algonqu,Rolling Meadows,IL,42.052,-87.996
Route 25 & Lake Marian,Carpentersville,IL,42.119,-88.258
Target Schaumburg 835,Schaumburg,IL,42.023,-88.146
Arlington Heights & Golf Road,Arlington Heights,IL,42.053,-87.982
Brandy & Barrington,Schaumburg,IL,42.018,-88.144
East Algonquin & Ryan,Algonquin,IL,42.16,-88.273
Roselle & Wise,Schaumburg,IL,42.008,-88.081
Roselle & Main,Roselle,IL,41.984,-88.08
Irving Park & Wise,Schaumburg,IL,42.002,-88.126
Lake & Bartels,Hanover Park,IL,41.977,-88.129
Lake & Barrington,Hanover Park,IL,41.989,-88.149
Lake & Fairfield,Bloomingdale,IL,41.957,-88.073
Jewel Osco Glendale Heights 26,Glendale Heights,IL,41.939,-88.082
Target Glendale Hghts 836,Glendale Heights,IL,41.937,-88.1
Army Trail & Gary,Bloomingdale,IL,41.939,-88.117
Alexian Brothers Medical Cente,Elk Grove Village,IL,42.004,-88.017
Bloomingdale & Army Trail,Glendale Heights,IL,41.937,-88.082
