store_name,city_name,state_id,lat,lng
Safeway Greeley 2666,Greeley,CO,40.395,-104.754
10th St and 80th Ave,Greeley,CO,40.421,-104.81
King Soopers Windsor 104,Windsor,CO,40.481,-104.928
Safeway Windsor 1791,Windsor,CO,40.478,-104.928
Windsor - 16th and Main,Windsor,CO,40.48,-104.929
Timnath - I25 and E. Harmony R,Timnath,CO,40.524,-104.989
Crossroads & St Cloud,Loveland,CO,40.436,-104.984
"Hwy. 34 & County Rd. 5, Johnst",Johnstown,CO,40.407,-104.981
I-25 and Hwy 60,Johnstown,CO,40.335,-104.972
Target Loveland 1178,Loveland,CO,40.41,-105.003
Rocky Mountain,Loveland,CO,40.408,-105.007
Safeway Fort Lupton 1045,Fort Lupton,CO,40.079,-104.803
King Soopers Firestone 105,Longmont,CO,40.159,-104.939
I76 and Hwy 2,Lochbuie,CO,40.0,-104.719
King Soopers Brighton 136,Brighton,CO,39.989,-104.75
50th and Bridge,Brighton,CO,39.987,-104.751
Target Brighton 2183,Brighton,CO,39.956,-104.78
Hwy 85 & Bridge- Brighton,Brighton,CO,39.986,-104.823
King Soopers Brighton 81,Brighton,CO,39.97,-104.816
Safeway Firestone 1828,Firestone,CO,40.119,-104.94
Firestone-I-25 & Hwy 119,Firestone,CO,40.163,-104.978
DEN C Center Court,Denver,CO,39.863,-104.673
DEN Concourse B Gate 63,Denver,CO,39.859,-104.668
DEN B Gate B80,Denver,CO,39.858,-104.668
DEN B Gate B31,Denver,CO,39.859,-104.676
"104th & Tower, Commerce City",Commerce City,CO,39.884,-104.772
King Soopers Frederick 154,Frederick,CO,40.096,-104.987
"I-25 & Hwy 52, Frederick",Frederick,CO,40.087,-104.986
King Soopers Commerce City 114,Commerce City,CO,39.887,-104.812
104th and Revere,Commerce City,CO,39.886,-104.844
67th and Tower,Denver,CO,39.818,-104.772
King Soopers Thornton 116,Thornton,CO,39.941,-104.906
128th and Oneida,Thornton,CO,39.928,-104.907
King Soopers Denver 83,Denver,CO,39.785,-104.77
Green Valley Ranch and Walden,Denver,CO,39.784,-104.777
120th Ave and Holly St.,Thornton,CO,39.914,-104.922
King Soopers Thornton 101,Thornton,CO,39.945,-104.938
136th & Colorado- Thornton,Thornton,CO,39.944,-104.941
Tower & I-70- Aurora,Aurora,CO,39.764,-104.775
King Soopers Thornton 68,Thornton,CO,39.915,-104.944
Marriott Gateway at Denver Air,Aurora,CO,39.77,-104.797
168th & Washington- Thornton,Thornton,CO,40.0,-104.977
Chambers and 40th,Denver,CO,39.773,-104.811
144th and Washington,Thornton,CO,39.958,-104.977
Safeway Thornton 892,Thornton,CO,39.883,-104.942
Denver Premium Outlets,Thornton,CO,39.948,-104.986
144th and I-25-Westminster,Westminster,CO,39.959,-104.991
Target Thornton 1372,Thornton,CO,39.916,-104.975
Hwy 7 & Sheridan Pkwy,Broomfield,CO,40.001,-105.003
Target Westminster 2197,Westminster,CO,39.959,-104.996
136th & I-25- Westminster,Westminster,CO,39.945,-104.993
King Soopers Erie 129,Broomfield,CO,40.002,-105.01
I-25 & 120th-Thornton,Thornton,CO,39.914,-104.988
Washington and Garland,Northglenn,CO,39.891,-104.978
Colfax & Altura,Aurora,CO,39.74,-104.814
Colfax & Scranton,Aurora,CO,39.74,-104.841
Mississippi and Buckley,Aurora,CO,39.694,-104.79
Target Aurora 1471,Aurora,CO,39.715,-104.822
King Soopers Denver 123,Denver,CO,39.759,-104.867
Central Park and 40th,Denver,CO,39.774,-104.882
Alameda and Potomac,Aurora,CO,39.711,-104.83
I-70 & I-270- Stapleton,Denver,CO,39.785,-104.895
Iliff & Buckley,Aurora,CO,39.673,-104.788
Target Denver Northfield Blvd.,Denver,CO,39.784,-104.895
"Mississippi & Abilene, Aurora",Aurora,CO,39.698,-104.827
Quincy & Picadilly,Aurora,CO,39.638,-104.732
King Soopers Aurora 128,Aurora,CO,39.655,-104.776
Central Park and Montview,Denver,CO,39.748,-104.885
Hampden Ave & Tower- Aurora,Aurora,CO,39.652,-104.773
Safeway Aurora 1928,Aurora,CO,39.653,-104.776
Alameda & Ironton,Aurora,CO,39.712,-104.863
King Soopers Denver 93,Denver,CO,39.757,-104.901
Stapleton TC-29th & Quebec,Denver,CO,39.758,-104.903
Vasquez and 60th,Commerce City,CO,39.805,-104.932
Target Aurora WEST 1413,Aurora,CO,39.691,-104.864
"Mississippi & Havana, Aurora",Aurora,CO,39.692,-104.865
Smoky Hill & Ottawa,Aurora,CO,39.591,-104.692
Safeway Aurora 899,Aurora,CO,39.605,-104.715
King Soopers Aurora 107,Aurora,CO,39.587,-104.687
E. Smoky Hill and Himalaya,Centennial,CO,39.611,-104.753
King Soopers Centennial 16,Centennial,CO,39.615,-104.758
Target Aurora 1976,Aurora,CO,39.581,-104.722
E-470 & Gartrell- Aurora,Aurora,CO,39.58,-104.724
King Soopers Aurora 69,Aurora,CO,39.639,-104.793
Smoky Hill & Buckley,Centennial,CO,39.625,-104.79
S. Parker Rd & E. Quincy Ave,Aurora,CO,39.638,-104.829
King Soopers Aurora 139,Aurora,CO,39.661,-104.844
King Soopers Aurora 84,Aurora,CO,39.6,-104.803
Parker & Peoria-Aurora,Aurora,CO,39.66,-104.85
Arapahoe & Parker,Centennial,CO,39.595,-104.804
Target Aurora SOUTH 2458,Aurora,CO,39.591,-104.805
Safeway Aurora 2612,Aurora,CO,39.686,-104.868
King Soopers Parker 126,Parker,CO,39.56,-104.783
Hampden & Dayton - Denver,Denver,CO,39.653,-104.873
Parker & Lincoln - Parker,Parker,CO,39.539,-104.768
Safeway Parker 1446,Parker,CO,39.516,-104.766
Target Parker 2219,Parker,CO,39.513,-104.773
Parker and Hess,Parker,CO,39.494,-104.76
Parker - Jordan and E470,Parker,CO,39.547,-104.793
King Soopers Parker 88,Parker,CO,39.536,-104.791
King Soopers Parker 75,Parker,CO,39.48,-104.76
Chambers and Cottonwood,Parker,CO,39.556,-104.808
Arapahoe and Nome,Centennial,CO,39.595,-104.853
"Lincoln & Oswego, Centennial",Englewood,CO,39.537,-104.856
Safeway Elizabeth 1532,Elizabeth,CO,39.36,-104.61
Arapahoe Rd & S Boston St,Greenwood Village,CO,39.596,-104.88
Park Meadows,Littleton,CO,39.563,-104.876
Target Arapahoe 147,Englewood,CO,39.593,-104.882
King Soopers Greenwood Villiag,Greenwood Village,CO,39.626,-104.885
King Soopers Castle Rock 132,Castle Rock,CO,39.376,-104.827
Target Castle Rock 1326,Castle Rock,CO,39.408,-104.856
Founders & Allen - Castle Rock,Castle Rock,CO,39.414,-104.864
Castle Pines Pkwy & Debbie,Castle Pines,CO,39.472,-104.877
Meadows Prkwy & Factory Shops,Castle Rock,CO,39.413,-104.874
Wolfensberger and I-25,Castle Rock,CO,39.38,-104.863
King Soopers Castle Pines 91,Castle Rocks,CO,39.469,-104.879
Castle Rock Pkwy & I-25,Castle Rock,CO,39.424,-104.88
Sky Ridge Medical Center,Lone Tree,CO,39.529,-104.871
King Soopers Castle Rock 125,Castle Rock,CO,39.415,-104.879
Safeway Castle Rock 1877,Castle Rock,CO,39.362,-104.861
SEC Lincoln & Yosemite - Lone,Lone Tree,CO,39.535,-104.88
Target Lone Tree 2023,Lone Tree,CO,39.535,-104.884
Safeway Littleton 1548,Lone Tree,CO,39.538,-104.883
Yosemite & Maximus - Lone Tree,Lone Tree,CO,39.555,-104.884
King Soopers Highlands Ranch 1,Highlands Ranch,CO,39.559,-104.907
County Line & Quebec,Centennial,CO,39.566,-104.907
Minot- 14th & Broadway,Minot,ND,48.222,-101.297
US-2 and 22nd Ave SW - Minot,Minot,ND,48.21,-101.32
Target Minot T-85,Minot,ND,48.207,-101.314
Wendover Nugget Hotel and Casi,West Wendover,NV,40.735,-114.045
Safeway Spearfish 583,Spearfish,SD,44.5,-103.858
Safeway Douglas 467,Douglas,WY,42.744,-105.362
"7th and Mills - Las Vegas, NM",Las Vegas,NM,35.606,-105.222
Safeway Woodland Park 1578,Woodland Park,CO,38.983,-105.047
Hwy 24 & Morning Sun Drive,Woodland Park,CO,38.974,-105.04
City Market Canon City 417,Canon City,CO,38.449,-105.224
US 50 and 13th St. - Canon Cit,Canon City,CO,38.445,-105.23
I-27 & Olton,Plainview,TX,34.187,-101.748
United Plainview 507,Plainview,TX,34.185,-101.747
King Soopers Fort Collins 99,Fort Collins,CO,40.612,-105.074
N. College Ave & E. Willox Ln,Fort Collins,CO,40.612,-105.076
Albertsons Fort Collins 876,Fort Collins,CO,40.577,-105.059
Target Ft. Collins Old Town 34,Fort Collins,CO,40.582,-105.076
College & Stuart,Fort Collins,CO,40.565,-105.076
King Soopers Fort Colins 97,Fort Collins,CO,40.552,-105.038
King Soopers Fort Collins 9,Fort Collins,CO,40.574,-105.117
Scotch Pines,Fort Collins,CO,40.551,-105.058
King Soopers Ft Collins 146,Fort Collins,CO,40.554,-105.079
Drake & Shields,Fort Collins,CO,40.553,-105.092
Safeway Fort Collins 2913,Fort Collins,CO,40.554,-105.117
Harmony & Timberline-Fort Coll,Fort Collins,CO,40.523,-105.042
Safeway Fort Collins 1552,Fort Collins,CO,40.525,-105.052
College and Troutman,Ft. Collins,CO,40.529,-105.076
Target Fort Collins EAST 2403,Fort Collins,CO,40.527,-105.079
King Soopers Ft Collins 73,Fort Collins,CO,40.525,-105.073
King Soopers Loveland 44,Loveland,CO,40.425,-105.076
Loveland Marketplace,Loveland,CO,40.425,-105.078
Hwy 34 & Taft--Loveland,Loveland,CO,40.407,-105.099
Safeway Loveland 914,Loveland,CO,40.408,-105.11
King Soopers Loveland 74,Loveland,CO,40.38,-105.1
Hwy 287 and Berthoud Pkwy,Berthoud,CO,40.336,-105.096
17th & Pace-Longmont,Longmont,CO,40.188,-105.076
King Soopers Longmont 102,Longmont,CO,40.187,-105.076
17th & Main- Longmont,Longmont,CO,40.191,-105.103
17th and Hover- Longmont,Longmont,CO,40.189,-105.13
Safeway Longmont 2910,Longmont,CO,40.188,-105.13
Ken Pratt and S Ken Pratt,Longmont,CO,40.153,-105.107
Safeway Longmont 1116,Longmont,CO,40.154,-105.11
Target Longmont 2218,Longmont,CO,40.153,-105.134
King Soopers Longmont 80,Longmont,CO,40.151,-105.134
Hover & Trade Center Dr,Longmont,CO,40.147,-105.131
County Line and Erie Pkwy,Erie,CO,40.035,-105.055
Safeway Erie 1667,Erie,CO,40.017,-105.101
Hwy 287 & Arapahoe-Erie,Erie,CO,40.016,-105.102
King Soopers Erie 138,Erie,CO,40.012,-105.1
287 and Diamond Circle,Lafayette,CO,40.004,-105.103
Safeway Broomfield 2624,Broomfield,CO,39.957,-105.035
King Soopers Broomfield 118,Broomfield,CO,39.944,-105.014
South Boulder Rd and 287,Lafayette,CO,39.987,-105.097
King Soopers Louisville 13,Louisville,CO,39.988,-105.124
120th and Tejon,Westminster,CO,39.914,-105.009
King Soopers Boulder 28,Boulder,CO,40.072,-105.201
King Soopers Broomfield 89,Broomfield,CO,39.933,-105.088
King Soopers Thornton 24,Thornton,CO,39.884,-104.976
102nd & Grant-Thornton,Denver,CO,39.881,-104.984
104th and Melody,Northglenn,CO,39.885,-104.994
Safeway Thornton 1873,Thornton,CO,39.872,-104.976
Thornton Pkwy and Pearl,Thornton,CO,39.871,-104.979
King Soopers Broomfield 86,Broomfield,CO,39.917,-105.055
Safeway Federal Heights 1635,Federal Heights,CO,39.884,-105.023
King Soopers Westminster 62,Westminster,CO,39.883,-105.028
120th and Lamar,Broomfield,CO,39.915,-105.068
84th and Pearl-Thornton,Thornton,CO,39.849,-104.979
287 and Midway,Broomfield,CO,39.922,-105.091
92nd and Sheridan,Westminster,CO,39.867,-105.054
Walnut Creek-Westminster,Westminster,CO,39.887,-105.076
Wadsworth & 120th,Broomfield,CO,39.911,-105.096
Target Westminster 1928,Westminster,CO,39.886,-105.079
40th & Colorado-Denver,Denver,CO,39.773,-104.94
Federal and 74th,Westminster,CO,39.83,-105.025
Park Ave & Globeville- Denver,Denver,CO,39.766,-104.995
Colfax and Ivy,Denver,CO,39.74,-104.92
52nd and Federal,Denver,CO,39.791,-105.025
Safeway Denver 2246,Denver,CO,39.748,-104.977
King Soopers Denver 5,Denver,CO,39.737,-104.918
King Soopers Denver 115,Denver,CO,39.757,-104.999
McGregor Square,Denver,CO,39.755,-104.996
44th Ave & Federal Blvd-Denver,Denver,CO,39.776,-105.025
Hilton Denver Downtown City Ce,Denver,CO,39.747,-104.99
17th and Lawrence,Denver,CO,39.749,-104.995
Atrium Campus 1700 Broadway,Denver,CO,39.744,-104.987
16th & Tremont,Denver,CO,39.743,-104.989
14th and Stout,Denver,CO,39.744,-104.995
1031 14th St,Denver,CO,39.746,-104.998
Safeway Denver 244,Denver,CO,39.776,-105.037
King Soopers Arvada 3,Arvada,CO,39.811,-105.052
King Soopers Denver 29,Denver,CO,39.731,-104.973
Auraria Tivoli Student Union,Denver,CO,39.745,-105.006
72nd & Sheridan- Westminster,Westminster,CO,39.829,-105.054
"14th & Speer, Denver",Denver,CO,39.739,-104.997
Safeway Denver 1248,Denver,CO,39.756,-105.024
King Soopers Denver 1,Denver,CO,39.737,-104.998
Lowry Town Center - Denver,Denver,CO,39.721,-104.903
King Soopers Arvada 121,Arvada,CO,39.843,-105.056
Safeway Denver 3836,Denver,CO,39.721,-104.901
Monaco & Evans,Denver,CO,39.676,-104.913
Target Denver Univ Hills Plaza,Denver,CO,39.671,-104.939
King Soopers Denver 72,Denver,CO,39.666,-104.937
University Hills,Denver,CO,39.668,-104.939
Colorado & Arizona,Denver,CO,39.694,-104.941
"Hampden & Locust, Denver",Denver,CO,39.654,-104.916
University & Asbury,Denver,CO,39.68,-104.959
King Soopers Denver 26,Denver,CO,39.652,-104.914
Secure Access DU Community Com,Denver,CO,39.679,-104.964
Target Denver 2820,Denver,CO,39.654,-104.9
5835 Leetsdale,Denver,CO,39.707,-104.921
King Soopers Denver 124,Glendale,CO,39.708,-104.933
Target Glendale 1806,Glendale,CO,39.708,-104.937
Colorado and Virginia,Glendale,CO,39.709,-104.94
King Soopers Englewood 111,Englewood,CO,39.654,-104.96
Macy's Cherry Creek Mall,Denver,CO,39.716,-104.951
2nd Ave and Filmore - Cherry C,Denver,CO,39.719,-104.953
Hampden & Pearl,Englewood,CO,39.653,-104.981
Broadway and Bates Ave,Englewood,CO,39.664,-104.987
3rd and Columbine-Cherry Creek,Denver,CO,39.721,-104.957
Alameda & Downing,Denver,CO,39.711,-104.973
King Soopers Englewood 65,Englewood,CO,39.656,-104.989
Broadway and Virginia,Denver,CO,39.707,-104.987
Belleview and Ulster - DTC,Greenwood Village,CO,39.623,-104.897
Safeway Denver 885,Denver,CO,39.71,-104.989
Safeway Denver 1614,Denver,CO,39.725,-104.973
Target Sheridan 2261,Sheridan,CO,39.65,-105.006
King Soopers Greenwood Village,Greenwood Village,CO,39.608,-104.921
Belleview Ave. and S. Broadway,Englewood,CO,39.624,-104.987
"Hampden & Santa Fe, Sheridan",Sheridan,CO,39.653,-105.013
Orchard & Willow,Greenwood Village,CO,39.61,-104.889
Cherry Hills,Littleton,CO,39.609,-104.957
Spectrum Plaza,Greenwood Village,CO,39.602,-104.892
King Soopers Highlands Ranch 1,Highlands Ranch,CO,39.526,-104.94
Wildcat Reserve & Fairview-CO,Highlands Ranch,CO,39.526,-104.942
Highlands Ranch & University B,Highlands Ranch,CO,39.544,-104.942
King Soopers Highlands Ranch 2,Highlands Ranch,CO,39.542,-104.945
King Soopers Littleton 63,Littleton,CO,39.567,-104.921
Target Highlands Ranch 271,Highlands Ranch,CO,39.565,-104.966
King Soopers Centennial 47,Centennial,CO,39.578,-104.961
Safeway Highlands Ranch 1480,Highlands Ranch,CO,39.548,-104.994
Highlands Ranch Town Center,Highlands Ranch,CO,39.549,-104.999
"Araphoe Village - Centennial,",Centennial,CO,39.594,-104.929
Target Highlands Ranch 2716,Highlands Ranch,CO,39.55,-105.006
King Soopers Littleton 122,Littleton,CO,39.573,-104.991
Safeway Englewood 0008,Englewood,CO,39.596,-104.903
Safeway Littleton 2791,Littleton,CO,39.575,-104.992
K Castillo Wy & Town Center,Highlands Ranch,CO,39.554,-105.007
E Arapahoe and Syracuse,Greenwood Village,CO,39.596,-104.896
King Soopers Highlands Ranch 8,Highlands Ranch,CO,39.537,-105.013
Broadway and Dry Creek,Littleton,CO,39.584,-104.988
W Towne Center Dr & Santa Fe D,Highlands Ranch,CO,39.549,-105.036
King Soopers Littleton 131,Littleton,CO,39.612,-104.99
Littleton and Windermere,Littleton,CO,39.613,-105.006
Waterton and Rampart,Littleton,CO,39.485,-105.075
I-20 & San Antonio,Big Spring,TX,32.262,-101.491
W.Wilson Street,Borger,TX,35.661,-101.406
Hobart & 17th,Pampa,TX,35.554,-100.972
I 40 & Grand,Amarillo,TX,35.193,-101.797
Amarillo Blvd & Pierce Street,Amarillo,TX,35.222,-101.83
87th Street & Loop 338,Odessa,TX,31.941,-102.373
42nd & Grandview,Odessa,TX,31.889,-102.353
Target Odessa 1506,Odessa,TX,31.892,-102.347
Marriott Odessa Downtown,Odessa,TX,31.85,-102.368
Market Street Odessa 675,Odessa,TX,31.893,-102.335
42nd & Ben Shepperd,Odessa,TX,31.894,-102.333
8th & Grandview,Odessa,TX,31.861,-102.348
Faudree & 191,Odessa,TX,31.921,-102.292
Safeway Alliance 549,Alliance,NE,42.098,-102.865
Family Fare Dickinson 3123,Dickinson,ND,46.895,-102.837
United Levelland 509,Levelland,TX,33.589,-102.366
College & 9th,Levelland,TX,33.584,-102.368
W. 1st Street & S. 25 Mile Ave,Hereford,TX,34.811,-102.405
Safeway Burlington 3399,Burlington,CO,39.298,-102.28
Safeway Sidney 2555,Sidney,NE,41.145,-102.989
TX 191 & Avalon,Midland,TX,31.994,-102.168
250 and Midland,Midland,TX,32.028,-102.144
Target Midland 770,Midland,TX,32.024,-102.144
Market Street Midland 3674,Midland,TX,32.036,-102.13
Midkiff & Wadley,Midland,TX,32.018,-102.125
82nd & Zadar,Lubbock,TX,33.519,-101.99
United Dumas 542,Dumas,TX,35.849,-101.975
Andrews HWY & Cuthbert,Midland,TX,32.0,-102.113
Big Spring & Loop 250,Midland,TX,32.038,-102.087
Rankin Hwy & I-20,Midland,TX,31.973,-102.075
Oasis Travel Center,Colby,KS,39.365,-101.055
Liberty Blvd & Cimarron Dr,Box Elder,SD,44.123,-103.052
Hotel Way & I-90,Rapid City,SD,44.101,-103.144
I-90 and E. North - Rapid City,Rapid City,SD,44.099,-103.183
Target Rapid City 2457,Rapid City,SD,44.099,-103.189
Hwy 44 & St. Patrick,Rapid City,SD,44.067,-103.169
Hotel Alex Johnson Rapid City,Rapid City,SD,44.08,-103.228
Rapid City-1705 W Main,Rapid City,SD,44.081,-103.246
1819 Mt. Rushmore Rd,Rapid City,SD,44.068,-103.233
Safeway Rapid City 1554,Rapid City,SD,44.08,-103.251
Family Fare Rapid City 3265,Rapid City,SD,44.079,-103.254
Prince & Colonial,Clovis,NM,34.44,-103.197
Albertsons Clovis 686,Clovis,NM,34.416,-103.197
BASE ACCESS Cannon AFB Exchang,Cannon Afb,NM,34.392,-103.331
Lovington Hwy & Joe Harvey,Hobbs,NM,32.742,-103.159
Albertsons Hobbs 0680,Hobbs,NM,32.727,-103.143
Chestnut and Poplar,Sterling,CO,40.626,-103.21
HWY 285 & Lincoln,Pecos,TX,31.408,-103.485
Target Scottsbluff 831,Scottsbluff,NE,41.87,-103.643
Swanson Ave. & Lake Havasu Ave,Lake Havasu City,AZ,34.473,-114.343
Safeway Lake Havasu City 216,Lake Havasu City,AZ,34.474,-114.342
Bashas' Lake Havasu 116,Lake Havasu City,AZ,34.459,-114.279
Albertsons Lake Havasu City 32,Lake Havasu City,AZ,34.476,-114.335
Smith's Lake Havasu 188,Lake Havasu City,AZ,34.477,-114.322
Hwy. 95 & Kiowa,Lake Havasu City,AZ,34.505,-114.35
Safeway Parker 2075,Parker,AZ,34.155,-114.276
Terribles Parker Roadhouse,Parker,AZ,34.151,-114.289
Terribles Lake Havasu Roadhous,Lake Havasu City,AZ,34.727,-114.315
Bismarck-Century & Clydesdale,Bismarck,ND,46.832,-100.812
S. Washington and W. Arbor,Bismarck,ND,46.798,-100.794
Target Bismarck 2194,Bismarck,ND,46.799,-100.784
Bismarck-I-94 & State,Bismarck,ND,46.829,-100.774
43rd & State - Bismarck,Bismarck,ND,46.853,-100.772
Safeway Scottsbluff 556,Scottsbluff,NE,41.854,-103.661
Tin Lizzie Gaming Deadwood,Deadwood,SD,44.379,-103.726
Terribles Quartzsite Roadhouse,Quartzsite,AZ,33.663,-114.241
Albertsons Blythe 3587,Blythe,CA,33.609,-114.587
"Hobsonway & Lovekin, Blythe",Blythe,CA,33.611,-114.605
